0.000000000000000000e+00 4.449995280000000264e+01 8.585120799999999830e-02 4.458580400800000376e+01 9.460000000000000000e+05
1.000000000000000000e+00 4.451189415922329573e+01 8.943361576699029869e-02 4.460132777499028123e+01 9.013398058252427727e+05
1.000000000000000000e+00 3.173186660000000003e+01 5.600508200000000464e-02 3.178787168199999869e+01 9.013400000000000000e+05
1.039999999999999147e+00 3.173512649999999979e+01 5.610287900000000133e-02 3.179122937900000068e+01 9.000000000000000000e+05
2.000000000000000000e+00 3.175306633184713334e+01 5.789686218471337686e-02 3.181096319403184580e+01 8.694267515923567116e+05
2.000000000000000000e+00 3.182615850000000179e+01 5.915845699999999763e-02 3.188531695700000057e+01 8.694300000000000000e+05
4.179999999999999716e+00 3.189677630000000264e+01 6.345972299999999566e-02 3.196023602300000377e+01 8.000000000000000000e+05
7.309999999999998721e+00 3.187751690000000337e+01 7.103508700000001064e-02 3.194855198700000187e+01 7.000000000000000000e+05
8.869999999999997442e+00 3.180047929999999923e+01 7.559314499999998660e-02 3.187607244499999837e+01 6.500000000000000000e+05
1.043999999999999773e+01 3.166566350000000085e+01 8.085738100000000594e-02 3.174652088100000213e+01 6.000000000000000000e+05
1.201999999999999957e+01 3.146022990000000163e+01 8.698829000000000977e-02 3.154721819000000238e+01 5.500000000000000000e+05
1.360999999999999943e+01 3.116491910000000232e+01 9.417846600000000234e-02 3.125909756600000122e+01 5.000000000000000000e+05
1.521999999999999886e+01 3.089528750000000201e+01 1.028130969999999922e-01 3.099810059700000053e+01 4.500000000000000000e+05
1.684999999999999787e+01 3.029503619999999842e+01 1.133415690000000031e-01 3.040837776899999767e+01 4.000000000000000000e+05
1.766999999999999815e+01 2.988416899999999643e+01 1.195366759999999945e-01 3.000370567599999561e+01 3.750000000000000000e+05
1.850999999999999801e+01 2.945083250000000064e+01 1.265342580000000106e-01 2.957736675800000015e+01 3.500000000000000000e+05
1.936999999999999744e+01 2.895329800000000375e+01 1.344948099999999924e-01 2.908779281000000339e+01 3.250000000000000000e+05
2.022999999999999687e+01 2.838514570000000603e+01 1.436109259999999999e-01 2.852875662600000695e+01 3.000000000000000000e+05
2.111999999999999744e+01 2.773353600000000441e+01 1.541714970000000184e-01 2.788770749700000451e+01 2.750000000000000000e+05
2.202999999999999758e+01 2.698562929999999582e+01 1.665938100000000088e-01 2.715222310999999422e+01 2.500000000000000000e+05
2.296000000000000085e+01 2.611574639999999903e+01 1.814235480000000178e-01 2.629716994800000052e+01 2.250000000000000000e+05
2.392999999999999972e+01 2.510141800000000245e+01 1.994952850000000222e-01 2.530091328500000358e+01 2.000000000000000000e+05
2.472999999999999687e+01 2.415449750000000151e+01 2.170534379999999874e-01 2.437155093800000216e+01 1.800000000000000000e+05
2.514999999999999858e+01 2.363128380000000206e+01 2.271967219999999898e-01 2.385848052200000069e+01 1.700000000000000000e+05
2.557000000000000028e+01 2.306634140000000244e+01 2.383992730000000226e-01 2.330474067300000129e+01 1.600000000000000000e+05
2.600000000000000000e+01 2.245325050000000289e+01 2.509178830000000082e-01 2.270416838300000251e+01 1.500000000000000000e+05
2.644999999999999574e+01 2.179201109999999986e+01 2.649772450000000279e-01 2.205698834500000061e+01 1.400000000000000000e+05
2.690999999999999659e+01 2.106657369999999929e+01 2.808983489999999916e-01 2.134747204900000028e+01 1.300000000000000000e+05
2.739000000000000057e+01 2.027372839999999954e+01 2.990663829999999912e-01 2.057279478299999909e+01 1.200000000000000000e+05
2.787999999999999901e+01 1.940384550000000274e+01 3.200591289999999978e-01 1.972390462900000330e+01 1.100000000000000000e+05
2.839999999999999858e+01 1.843766559999999899e+01 3.447432599999999958e-01 1.878240886000000032e+01 1.000000000000000000e+05
2.894999999999999574e+01 1.735913920000000132e+01 3.736323599999999967e-01 1.773277155999999977e+01 9.000000000000000000e+04
2.952999999999999758e+01 1.615221680000000148e+01 4.089412599999999731e-01 1.656115806000000035e+01 8.000000000000000000e+04
3.015999999999999659e+01 1.478800930000000058e+01 4.522749100000000300e-01 1.524028421000000044e+01 7.000000000000000000e+04
3.048999999999999844e+01 1.403689269999999922e+01 4.782751000000000086e-01 1.451516779999999862e+01 6.500000000000000000e+04
3.083999999999999631e+01 1.324083749999999959e+01 5.078061799999999959e-01 1.374864367999999892e+01 6.000000000000000000e+04
3.121999999999999886e+01 1.239342390000000016e+01 5.415101300000000339e-01 1.293493403000000086e+01 5.500000000000000000e+04
3.160999999999999943e+01 1.149144199999999927e+01 5.809919000000000056e-01 1.207243390000000005e+01 5.000000000000000000e+04
3.203999999999999915e+01 1.053810169999999857e+01 6.275354500000001057e-01 1.116563714999999846e+01 4.500000000000000000e+04
3.250999999999999801e+01 9.539822799999999603e+00 6.830667200000000161e-01 1.022288951999999895e+01 4.000000000000000000e+04
3.275999999999999801e+01 9.026238800000001561e+00 7.154867099999999702e-01 9.741725510000001975e+00 3.750000000000000000e+04
3.301999999999999602e+01 8.506235000000000213e+00 7.514375900000000996e-01 9.257672590000000312e+00 3.500000000000000000e+04
